flightfare_key,arrivalAirportKey,available_seats
126039,Malaga,-1
126040,Malaga,-1
126041,Malaga,-1
126042,Malaga,-1
126043,Malaga,-1
126044,Malaga,-1
126045,Malaga,-1
126046,Malaga,-1
126047,Malaga,-1
126048,Malaga,-1
126049,Malaga,-1
126050,Malaga,-1
126051,Malaga,-1
126052,Malaga,-1
126053,Alicante,-1
126054,Alicante,-1
126055,Alicante,-1
126056,Alicante,-1
126057,Alicante,-1
126058,Alicante,-1
126059,Alicante,-1
126060,Alicante,-1
126061,Alicante,-1
126062,Alicante,-1
126063,Alicante,-1
126064,Alicante,-1
126065,Alicante,-1
126066,Alicante,-1
126067,Alicante,-1
126068,Alicante,-1
126069,Alicante,-1
126070,Alicante,-1
126071,Alicante,-1
126072,Alicante,-1
126073,Alicante,-1
126074,Alicante,-1
126075,Alicante,-1
126076,Alicante,-1
126077,Alicante,-1
126128,Malaga,-1
126129,Malaga,-1
126130,Malaga,-1
126131,Malaga,-1
126132,Malaga,-1
126133,Malaga,-1
126134,Malaga,-1
126135,Malaga,-1
126136,Malaga,-1
126137,Malaga,-1
126138,Malaga,-1
126139,Malaga,-1
126140,Malaga,-1
126141,Malaga,-1
126142,Malaga,-1
126143,Malaga,-1
126144,Malaga,-1
126145,Malaga,-1
126146,Malaga,-1
126147,Malaga,-1
126148,Malaga,-1
126149,Malaga,-1
126150,Malaga,-1
126151,Malaga,-1
126152,Malaga,-1
126153,Malaga,-1
126154,Malaga,-1
126155,Malaga,-1
126156,Malaga,-1
126157,Malaga,-1
126158,Malaga,-1
126159,Malaga,-1
126160,Malaga,-1
126161,Malaga,-1
126162,Malaga,-1
126163,Malaga,-1
126164,Malaga,-1
126165,Malaga,-1
126166,Malaga,-1
126167,Malaga,-1
126168,Malaga,-1
126169,Malaga,-1
126170,Malaga,-1
126171,Malaga,-1
126172,Malaga,-1
126173,Malaga,-1
126174,Malaga,-1
126175,Malaga,-1
126176,Malaga,-1
126177,Malaga,-1
126178,Malaga,-1
126179,Malaga,-1
126180,Malaga,-1
126181,Malaga,-1
126182,Malaga,-1
126183,Malaga,-1
126184,Malaga,-1
126185,Malaga,-1
126186,Malaga,-1
126187,Malaga,-1
126188,Alicante,-1
126189,Alicante,-1
126190,Alicante,-1
126191,Alicante,-1
126192,Alicante,-1
126193,Alicante,-1
126194,Alicante,-1
126195,Alicante,-1
126196,Alicante,-1
126197,Alicante,-1
126198,Alicante,-1
126199,Alicante,-1
126200,Alicante,-1
126201,Alicante,-1
126202,Alicante,-1
126203,Alicante,-1
126204,Alicante,-1
126205,Alicante,-1
126206,Alicante,-1
126207,Alicante,-1
126208,Alicante,-1
126209,Alicante,-1
126210,Alicante,-1
126211,Alicante,-1
126212,Alicante,-1
126213,Alicante,-1
126214,Alicante,-1
126215,Alicante,-1
126216,Alicante,-1
126217,Alicante,-1
126218,Alicante,-1
126219,Alicante,-1
126220,Alicante,-1
126221,Alicante,-1
126222,Alicante,-1
126223,Alicante,-1
126224,Alicante,-1
126225,Alicante,-1
126226,Alicante,-1
126227,Alicante,-1
126228,Alicante,-1
126229,Alicante,-1
126230,Alicante,-1
126231,Alicante,-1
126232,Alicante,-1
126233,Alicante,-1
126234,Alicante,-1
126235,Alicante,-1
126236,Alicante,106
126237,Alicante,106
126238,Alicante,106
126239,Alicante,106
126240,Alicante,106
126241,Alicante,106
126242,Alicante,106
126243,Alicante,106
126244,Alicante,106
126245,Alicante,106
126246,Alicante,106
126247,Alicante,106
126248,Alicante,106
126249,Alicante,106
126250,Alicante,106
126251,Alicante,106
126252,Alicante,106
126253,Alicante,106
126254,Alicante,106
126255,Alicante,106
126256,Alicante,106
126257,Alicante,106
126258,Alicante,106
126259,Alicante,106
126260,Alicante,106
126261,Alicante,106
126262,Alicante,106
126263,Alicante,106
126264,Alicante,106
126265,Alicante,106
126266,Alicante,106
126267,Alicante,106
126268,Alicante,106
126269,Alicante,106
126270,Alicante,106
126271,Alicante,106
126272,Alicante,106
126273,Alicante,106
126274,Alicante,106
126275,Alicante,106
126276,Alicante,106
126277,Alicante,106
126278,Alicante,106
126279,Alicante,106
126280,Alicante,106
126281,Alicante,106
126282,Alicante,106
126283,Alicante,106
126284,Faro,-1
126285,Faro,-1
126286,Faro,-1
126287,Faro,-1
126288,Faro,-1
126289,Faro,-1
126290,Faro,-1
126291,Faro,-1
126292,Faro,-1
126293,Faro,-1
126294,Faro,-1
126295,Faro,-1
126296,Faro,-1
126297,Faro,-1
126298,Faro,-1
126299,Faro,-1
126300,Faro,-1
126301,Faro,-1
126302,Faro,-1
126303,Faro,-1
126304,Faro,-1
126305,Faro,-1
126306,Faro,-1
126307,Faro,-1
126308,Faro,-1
126309,Faro,-1
126310,Faro,-1
126311,Faro,-1
126312,Faro,-1
126313,Faro,-1
126314,Faro,-1
126315,Faro,-1
126316,Faro,-1
126317,Faro,-1
126318,Faro,-1
126319,Faro,-1
126320,Faro,-1
126321,Faro,-1
126322,Faro,-1
126323,Faro,-1
126324,Faro,-1
126325,Faro,-1
126326,Faro,-1
126327,Faro,-1
126328,Faro,-1
126329,Faro,-1
126330,Faro,-1
126331,Faro,90
126332,Faro,90
126333,Faro,90
126334,Faro,90
126335,Faro,90
126336,Faro,90
126337,Faro,90
126338,Faro,90
126339,Faro,90
126340,Faro,90
126341,Faro,90
126342,Faro,90
126343,Faro,90
126344,Faro,90
126345,Faro,90
126346,Faro,90
126347,Faro,90
126348,Faro,90
126349,Faro,90
126350,Faro,90
126351,Faro,90
126352,Faro,90
126353,Faro,90
126354,Faro,90
126355,Faro,90
126356,Palma,-1
126357,Palma,-1
126358,Palma,-1
126359,Palma,-1
126360,Palma,-1
126361,Palma,-1
126362,Palma,-1
126363,Palma,-1
126364,Palma,-1
126365,Palma,-1
126366,Palma,-1
126367,Palma,-1
126368,Palma,-1
126369,Palma,-1
126370,Palma,-1
126371,Palma,-1
126372,Palma,-1
126373,Palma,-1
126374,Palma,-1
126375,Palma,-1
126376,Palma,-1
126377,Palma,-1
126378,Palma,-1
126379,Palma,-1
126380,Palma,-1
126381,Palma,-1
126382,Palma,-1
126383,Palma,-1
126384,Palma,-1
126385,Palma,-1
126386,Palma,-1
126387,Palma,-1
126388,Palma,-1
126389,Palma,-1
126390,Palma,-1
126391,Palma,-1
126392,Palma,-1
126393,Palma,-1
126394,Palma,-1
126395,Palma,-1
126396,Palma,-1
126397,Palma,-1
126398,Palma,-1
126399,Palma,-1
126400,Palma,-1
126401,Palma,-1
126402,Palma,-1
126403,Palma,-1
126404,Palma,-1
126405,Palma,-1
126406,Palma,-1
126407,Palma,-1
126408,Palma,-1
126409,Palma,-1
126410,Palma,-1
126411,Palma,-1
126412,Palma,-1
126413,Palma,-1
126414,Palma,-1
126415,Palma,-1
126416,Palma,-1
126417,Palma,-1
126418,Palma,-1
126419,Palma,-1
126420,Palma,-1
126421,Palma,-1
126422,Palma,-1
126423,Palma,-1
126424,Palma,-1
126425,Palma,-1
126426,Palma,-1
126427,Palma,-1
126428,Rhodos,-1
126429,Rhodos,-1
126430,Rhodos,-1
126431,Rhodos,-1
126432,Rhodos,-1
126433,Rhodos,-1
126434,Rhodos,-1
126435,Rhodos,-1
126436,Rhodos,-1
126437,Rhodos,-1
126438,Rhodos,-1
126439,Rhodos,-1
126440,Rhodos,-1
126441,Rhodos,-1
126442,Rhodos,-1
126443,Rhodos,-1
126444,Rhodos,-1
126445,Rhodos,-1
126446,Rhodos,-1
126447,Rhodos,-1
126448,Rhodos,-1
126449,Rhodos,-1
126450,Rhodos,-1
126451,Rhodos,-1
126452,Rhodos,-1
126453,Rhodos,-1
126454,Rhodos,-1
126455,Rhodos,-1
126456,Rhodos,-1
126457,Rhodos,-1
126458,Rhodos,-1
126459,Rhodos,-1
126460,Rhodos,-1
126461,Rhodos,-1
126462,Rhodos,-1
126463,Rhodos,-1
126464,Rhodos,-1
126465,Rhodos,-1
126466,Rhodos,-1
126467,Rhodos,-1
126468,Rhodos,-1
126469,Rhodos,-1
126470,Rhodos,-1
126471,Rhodos,-1
126472,Rhodos,-1
126473,Rhodos,-1
126474,Rhodos,-1
126475,Rhodos,-1
126476,Rhodos,-1
126477,Rhodos,-1
126478,Rhodos,-1
126479,Rhodos,-1
126480,Rhodos,-1
126481,Rhodos,-1
126482,Rhodos,-1
126483,Rhodos,-1
126484,Rhodos,-1
126485,Rhodos,-1
126486,Rhodos,-1
126487,Rhodos,-1
126488,Rhodos,-1
126489,Rhodos,-1
126490,Rhodos,-1
126491,Rhodos,-1
126492,Rhodos,-1
126493,Rhodos,-1
126494,Rhodos,-1
126495,Rhodos,-1
126496,Rhodos,-1
126497,Rhodos,-1
126498,Rhodos,-1
126499,Rhodos,-1
126500,Rhodos,-1
126501,Rhodos,-1
126502,Tenerife,50
126503,Tenerife,50
126504,Tenerife,50
126505,Tenerife,50
126506,Tenerife,50
126507,Tenerife,50
126508,Tenerife,50
126509,Tenerife,50
126510,Tenerife,50
126511,Tenerife,50
126512,Tenerife,50
126513,Tenerife,50
126514,Tenerife,50
126515,Tenerife,50
126516,Tenerife,50
126517,Tenerife,50
126518,Tenerife,50
126519,Tenerife,50
126520,Tenerife,50
126521,Tenerife,50
126522,Tenerife,50
126523,Tenerife,50
126524,Tenerife,50
126600,Faro,344
126601,Faro,344
126602,Faro,344
126603,Faro,344
126604,Faro,344
126605,Faro,344
126606,Faro,344
126607,Faro,344
126608,Faro,344
126609,Faro,344
126610,Faro,344
126611,Faro,344
126612,Faro,344
126613,Faro,344
126614,Faro,344
126615,Faro,344
126616,Faro,344
126617,Faro,344
126618,Faro,344
126619,Faro,344
126620,Faro,344
126621,Faro,344
126622,Faro,344
126623,Faro,344
126624,Faro,344
126625,Faro,344
126626,Faro,344
126627,Faro,344
126628,Faro,344
126629,Faro,344
126630,Faro,344
126631,Faro,344
126632,Faro,344
126633,Faro,344
126634,Ibiza,88
126635,Ibiza,88
126636,Ibiza,88
126637,Ibiza,88
126638,Ibiza,88
126639,Ibiza,88
126640,Ibiza,88
126641,Ibiza,88
126642,Ibiza,88
126643,Ibiza,88
126644,Ibiza,88
126645,Ibiza,88
126646,Ibiza,88
126647,Ibiza,88
126648,Ibiza,88
126649,Ibiza,88
126650,Ibiza,88
126651,Ibiza,88
126652,Ibiza,88
126653,Ibiza,88
126654,Ibiza,88
126655,Ibiza,88
126656,Malaga,-1
126657,Malaga,-1
126658,Malaga,-1
126659,Malaga,-1
126660,Malaga,-1
126661,Malaga,-1
126662,Malaga,-1
126663,Malaga,-1
126664,Malaga,-1
126665,Malaga,-1
126666,Malaga,-1
126667,Malaga,-1
126668,Malaga,-1
126669,Malaga,-1
126670,Malaga,-1
126671,Malaga,-1
126672,Malaga,-1
126673,Malaga,-1
126674,Malaga,-1
126675,Malaga,-1
126676,Malaga,-1
126677,Malaga,-1
126678,Malaga,-1
126679,Malaga,-1
126680,Malaga,-1
126756,Malaga,-1
126757,Malaga,-1
126758,Malaga,-1
126759,Malaga,-1
126760,Malaga,-1
126761,Malaga,-1
126762,Malaga,-1
126763,Malaga,-1
126764,Malaga,-1
126765,Malaga,-1
126766,Malaga,-1
126767,Malaga,-1
126768,Malaga,-1
126769,Malaga,-1
126770,Malaga,-1
126771,Malaga,-1
126772,Malaga,-1
126773,Malaga,-1
126774,Malaga,-1
126775,Malaga,-1
126776,Malaga,-1
126777,Malaga,-1
126778,Malaga,-1
126779,Malaga,-1
126780,Malaga,-1
126781,Malaga,-1
126782,Malaga,-1
126783,Malaga,-1
126784,Malaga,-1
126785,Malaga,-1
126786,Malaga,-1
126787,Malaga,-1
126788,Malaga,-1
126789,Malaga,-1
126790,Malaga,-1
126810,Kreta,-1
126811,Kreta,-1
126812,Kreta,-1
126813,Kreta,-1
126814,Kreta,-1
126815,Kreta,-1
126816,Kreta,-1
126817,Kreta,-1
126818,Kreta,-1
126819,Kreta,-1
126820,Kreta,-1
126821,Kreta,-1
126822,Kreta,-1
126823,Kreta,-1
126824,Kreta,-1
126825,Kreta,-1
126826,Kreta,-1
126827,Kreta,-1
126828,Kreta,-1
126829,Kreta,-1
126830,Kreta,-1
126831,Kreta,-1
126832,Kreta,-1
126833,Kreta,-1
126834,Kreta,-1
126885,Palma,-1
126886,Palma,-1
126887,Palma,-1
126888,Palma,-1
126889,Palma,-1
126890,Palma,-1
126891,Palma,-1
126892,Palma,-1
126893,Palma,-1
126894,Palma,-1
126895,Palma,-1
126896,Palma,-1
126897,Palma,-1
126898,Palma,-1
126899,Palma,-1
126900,Palma,-1
126901,Palma,-1
126902,Palma,-1
126903,Palma,-1
126904,Palma,-1
126905,Palma,-1
126906,Palma,-1
126907,Palma,-1
126908,Palma,-1
126909,Palma,-1
126935,Rhodos,-1
126936,Rhodos,-1
126937,Rhodos,-1
126938,Rhodos,-1
126939,Rhodos,-1
126940,Rhodos,-1
126941,Rhodos,-1
126942,Rhodos,-1
126943,Rhodos,-1
126944,Rhodos,-1
126945,Rhodos,-1
126946,Rhodos,-1
126947,Rhodos,-1
126948,Rhodos,-1
126949,Rhodos,-1
126950,Rhodos,-1
126951,Rhodos,-1
126952,Rhodos,-1
126953,Rhodos,-1
126954,Rhodos,-1
126955,Rhodos,-1
126956,Rhodos,-1
126957,Rhodos,-1
126958,Rhodos,-1
126959,Rhodos,-1
126960,Rhodos,-1
126961,Rhodos,-1
126962,Rhodos,-1
126963,Rhodos,-1
126964,Rhodos,-1
126965,Rhodos,-1
126966,Rhodos,-1
126967,Rhodos,-1
126968,Rhodos,-1
126969,Rhodos,-1
126970,Rhodos,-1
126971,Rhodos,-1
126972,Rhodos,-1
126973,Rhodos,-1
126974,Rhodos,-1
126975,Rhodos,-1
126976,Rhodos,-1
126977,Rhodos,-1
126978,Rhodos,-1
126979,Rhodos,-1
126980,Rhodos,-1
126981,Tenerife,-1
126982,Tenerife,-1
126983,Tenerife,-1
126984,Tenerife,-1
126985,Tenerife,-1
126986,Tenerife,-1
126987,Tenerife,-1
126988,Tenerife,-1
126989,Tenerife,-1
126990,Tenerife,-1
126991,Tenerife,-1
126992,Tenerife,-1
126993,Tenerife,-1
126994,Tenerife,-1
126995,Tenerife,-1
126996,Tenerife,-1
126997,Tenerife,-1
126998,Tenerife,-1
126999,Tenerife,-1
127000,Tenerife,-1
127001,Tenerife,-1
127002,Tenerife,-1
127003,Tenerife,-1
127004,Tenerife,-1
127005,Tenerife,-1
127006,Tenerife,-1
127007,Tenerife,-1
127008,Tenerife,-1
127009,Tenerife,-1
127010,Tenerife,-1
127011,Tenerife,-1
127012,Tenerife,-1
127013,Tenerife,-1
127014,Tenerife,-1
127015,Tenerife,-1
127016,Tenerife,-1
127017,Tenerife,-1
127018,Tenerife,-1
127019,Tenerife,-1
127020,Tenerife,-1
127021,Tenerife,-1
127022,Tenerife,-1
127023,Tenerife,-1
127024,Tenerife,-1
127025,Tenerife,-1
127026,Tenerife,-1
127027,Tenerife,-1
127028,Tenerife,-1
127029,Tenerife,-1
127030,Tenerife,-1
127031,Tenerife,-1
127032,Tenerife,-1
127033,Tenerife,-1
127034,Tenerife,-1
127035,Tenerife,-1
127036,Tenerife,-1
127037,Tenerife,-1
127038,Tenerife,-1
127039,Tenerife,-1
127040,Tenerife,-1
127041,Tenerife,-1
127042,Tenerife,-1
127043,Tenerife,-1
127044,Tenerife,-1
127045,Tenerife,-1
127046,Tenerife,-1
127047,Tenerife,-1
127048,Tenerife,-1
127049,Tenerife,-1
127050,Tenerife,-1
127051,Tenerife,-1
127052,Tenerife,-1
127053,Tenerife,-1
127054,Tenerife,-1
127055,Tenerife,-1
127056,Tenerife,-1
127057,Tenerife,-1
127058,Tenerife,-1
127059,Tenerife,-1
127060,Tenerife,-1
127061,Tenerife,-1
127062,Tenerife,-1
127063,Tenerife,-1
127064,Tenerife,-1
127065,Tenerife,-1
127066,Tenerife,-1
127067,Tenerife,-1
127068,Tenerife,-1
127069,Tenerife,-1
127070,Tenerife,-1
127071,Tenerife,-1
127072,Tenerife,-1
127073,Tenerife,-1
127074,Tenerife,-1
127075,Tenerife,-1
127076,Tenerife,-1
127077,Tenerife,-1
127078,Tenerife,-1
127079,Tenerife,-1
127080,Tenerife,-1
127081,Tenerife,-1
127082,Tenerife,-1
127083,Tenerife,-1
127084,Tenerife,-1
127085,Tenerife,-1
127086,Tenerife,-1
127087,Tenerife,-1
127088,Tenerife,-1
127089,Tenerife,-1
127090,Tenerife,-1
127091,Tenerife,-1
127092,Tenerife,-1
127093,Tenerife,-1
127094,Tenerife,-1
127095,Tenerife,-1
127096,Tenerife,-1
127097,Tenerife,-1
127098,Tenerife,-1
127099,Tenerife,-1
127100,Tenerife,-1
127101,Tenerife,-1
127102,Tenerife,-1
127153,Malaga,-1
127154,Malaga,-1
127155,Malaga,-1
127156,Malaga,-1
127157,Malaga,-1
127158,Malaga,-1
127159,Malaga,-1
127160,Malaga,-1
127161,Malaga,-1
127162,Malaga,-1
127163,Malaga,-1
127164,Malaga,-1
127165,Malaga,-1
127166,Malaga,-1
127167,Malaga,-1
127168,Malaga,-1
127169,Malaga,-1
127170,Malaga,-1
127171,Malaga,-1
127172,Malaga,-1
127173,Malaga,-1
127174,Malaga,-1
127175,Malaga,-1
127176,Malaga,-1
127177,Malaga,-1
127178,Malaga,-1
127179,Malaga,-1
127180,Malaga,-1
127181,Malaga,-1
127182,Malaga,-1
127183,Malaga,-1
127184,Malaga,-1
127185,Malaga,-1
127186,Alicante,-1
127187,Alicante,-1
127188,Alicante,-1
127189,Alicante,-1
127190,Alicante,-1
127191,Alicante,-1
127192,Alicante,-1
127193,Alicante,-1
127194,Alicante,-1
127195,Alicante,-1
127196,Alicante,-1
127197,Alicante,-1
127198,Alicante,-1
127199,Alicante,-1
127200,Alicante,-1
127201,Alicante,-1
127202,Alicante,-1
127203,Alicante,-1
127204,Alicante,-1
127205,Alicante,-1
127206,Alicante,-1
127207,Alicante,-1
127208,Alicante,-1
127209,Alicante,-1
127210,Alicante,-1
127261,Palma,-18
127262,Palma,-18
127263,Palma,-18
127264,Palma,-18
127265,Palma,-18
127266,Palma,-18
127267,Palma,-18
127268,Palma,-18
127269,Palma,-18
127270,Palma,-18
127271,Palma,-18
127272,Palma,-18
127273,Palma,-18
127274,Palma,-18
127275,Palma,-18
127276,Palma,-18
127277,Palma,-18
127278,Palma,-18
127279,Palma,-18
127280,Palma,-18
127281,Palma,-18
127282,Palma,-18
127283,Palma,-18
127284,Palma,-18
127285,Malaga,-1
127286,Malaga,-1
127287,Malaga,-1
127288,Malaga,-1
127289,Malaga,-1
127290,Malaga,-1
127291,Malaga,-1
127292,Malaga,-1
127293,Malaga,-1
127294,Malaga,-1
127295,Malaga,-1
127296,Malaga,-1
127297,Malaga,-1
127298,Malaga,-1
127299,Malaga,-1
127300,Malaga,-1
127301,Malaga,-1
127302,Malaga,-1
127303,Malaga,-1
127304,Malaga,-1
127305,Malaga,-1
127306,Malaga,-1
127307,Malaga,-1
127308,Malaga,-1
127309,Malaga,-1
127310,Malaga,-1
127311,Malaga,-1
127312,Malaga,-1
127313,Malaga,-1
127314,Brindisi,102
127315,Brindisi,102
127316,Brindisi,102
127317,Brindisi,102
127318,Brindisi,102
127319,Brindisi,102
127320,Brindisi,102
127321,Brindisi,102
127322,Brindisi,102
127323,Brindisi,102
127324,Brindisi,102
127325,Brindisi,102
127326,Brindisi,102
127327,Brindisi,102
127328,Brindisi,102
127329,Brindisi,102
127330,Brindisi,102
127331,Brindisi,102
127332,Brindisi,102
127333,Brindisi,102
127334,Brindisi,102
127335,Brindisi,102
127336,Brindisi,102
127337,Brindisi,102
127338,Brindisi,102
127339,Brindisi,102
127340,Brindisi,102
127341,Brindisi,102
127342,Brindisi,102
127343,Brindisi,102
127344,Brindisi,102
127345,Brindisi,102
127346,Brindisi,102
127347,Brindisi,102
127348,Brindisi,102
127349,Brindisi,102
127350,Brindisi,102
127351,Brindisi,102
127352,Brindisi,102
127353,Brindisi,102
127354,Brindisi,102
127355,Brindisi,102
127356,Brindisi,102
127357,Brindisi,102
127358,Brindisi,102
127359,Brindisi,102
127360,Brindisi,102
127361,Brindisi,102
127386,Faro,90
127387,Faro,90
127388,Faro,90
127389,Faro,90
127390,Faro,90
127391,Faro,90
127392,Faro,90
127393,Faro,90
127394,Faro,90
127395,Faro,90
127396,Faro,90
127397,Faro,90
127398,Faro,90
127399,Faro,90
127400,Faro,90
127401,Faro,90
127402,Faro,90
127403,Faro,90
127404,Faro,90
127405,Faro,90
127406,Faro,90
127407,Faro,90
127408,Faro,90
127409,Faro,90
127410,Ibiza,80
127411,Ibiza,80
127412,Ibiza,80
127413,Ibiza,80
127414,Ibiza,80
127415,Ibiza,80
127416,Ibiza,80
127417,Ibiza,80
127418,Ibiza,80
127419,Ibiza,80
127420,Ibiza,80
127421,Ibiza,80
127422,Ibiza,80
127423,Ibiza,80
127424,Ibiza,80
127425,Ibiza,80
127426,Ibiza,80
127427,Ibiza,80
127428,Ibiza,80
127429,Ibiza,80
127430,Ibiza,80
127431,Ibiza,80
127432,Ibiza,80
127433,Ibiza,80
127434,Ibiza,80
127435,Palermo,-1
127436,Palermo,-1
127437,Palermo,-1
127438,Palermo,-1
127439,Palermo,-1
127440,Palermo,-1
127441,Palermo,-1
127442,Palermo,-1
127443,Palermo,-1
127444,Palermo,-1
127445,Palermo,-1
127446,Palermo,-1
127447,Palermo,-1
127448,Palermo,-1
127449,Palermo,-1
127450,Palermo,-1
127451,Palermo,-1
127452,Palermo,-1
127453,Palermo,-1
127454,Palermo,-1
127455,Palermo,-1
127456,Palermo,-1
127457,Palermo,-1
127458,Palermo,-1
127459,Palermo,-1
127460,Palermo,-1
127461,Palermo,-1
127462,Palermo,-1
127463,Palermo,-1
127464,Palermo,-1
127465,Palermo,-1
127466,Palermo,-1
127467,Palermo,-1
127468,Palermo,-1
127469,Palermo,-1
127470,Palermo,-1
127471,Palermo,-1
127472,Palermo,-1
127473,Palermo,-1
127474,Palermo,-1
127475,Palermo,-1
127476,Palermo,-1
127477,Palermo,-1
127478,Palermo,-1
127479,Palermo,-1
127480,Palermo,-1
127481,Palermo,-1
127482,Palermo,-1
127483,Tenerife,50
127484,Tenerife,50
127485,Tenerife,50
127486,Tenerife,50
127487,Tenerife,50
127488,Tenerife,50
127489,Tenerife,50
127490,Tenerife,50
127491,Tenerife,50
127492,Tenerife,50
127493,Tenerife,50
127494,Tenerife,50
127495,Tenerife,50
127496,Tenerife,50
127497,Tenerife,50
127498,Tenerife,50
127499,Tenerife,50
127500,Tenerife,50
127501,Tenerife,50
127502,Tenerife,50
127503,Tenerife,50
127504,Tenerife,50
127505,Tenerife,50
127506,Tenerife,50
127507,Tenerife,50
127533,Alicante,-1
127534,Alicante,-1
127535,Alicante,-1
127536,Alicante,-1
127537,Alicante,-1
127538,Alicante,-1
127539,Alicante,-1
127540,Alicante,-1
127541,Alicante,-1
127542,Alicante,-1
127543,Alicante,-1
127544,Alicante,-1
127545,Alicante,-1
127546,Alicante,-1
127547,Alicante,-1
127548,Alicante,-1
127549,Alicante,-1
127550,Alicante,-1
127551,Alicante,-1
127552,Alicante,-1
127553,Alicante,-1
127554,Alicante,-1
127555,Alicante,-1
127556,Alicante,-1
127582,Corfu,-1
127583,Corfu,-1
127584,Corfu,-1
127585,Corfu,-1
127586,Corfu,-1
127587,Corfu,-1
127588,Corfu,-1
127589,Corfu,-1
127590,Corfu,-1
127591,Corfu,-1
127592,Corfu,-1
127593,Corfu,-1
127594,Corfu,-1
127595,Corfu,-1
127596,Corfu,-1
127597,Corfu,-1
127598,Corfu,-1
127599,Corfu,-1
127600,Corfu,-1
127601,Corfu,-1
127602,Corfu,-1
127603,Corfu,-1
127604,Corfu,-1
127605,Corfu,-1
127606,Corfu,-1
127679,Napels,-1
127680,Napels,-1
127681,Napels,-1
127682,Napels,-1
127683,Napels,-1
127684,Napels,-1
127685,Napels,-1
127686,Napels,-1
127687,Napels,-1
127688,Napels,-1
127689,Napels,-1
127690,Napels,-1
127691,Napels,-1
127692,Napels,-1
127693,Napels,-1
127694,Napels,-1
127695,Napels,-1
127696,Napels,-1
127697,Napels,-1
127698,Napels,-1
127699,Napels,-1
127700,Napels,-1
127701,Napels,-1
127702,Napels,-1
127703,Napels,-1
127704,Palma,-1
127705,Palma,-1
127706,Palma,-1
127707,Palma,-1
127708,Palma,-1
127709,Palma,-1
127710,Palma,-1
127711,Palma,-1
127712,Palma,-1
127713,Palma,-1
127714,Palma,-1
127715,Palma,-1
127716,Palma,-1
127717,Palma,-1
127718,Palma,-1
127719,Palma,-1
127720,Palma,-1
127721,Palma,-1
127722,Palma,-1
127723,Palma,-1
127724,Palma,-1
127725,Palma,-1
127726,Palma,-1
127727,Palma,-1
127728,Palma,-1
127729,Rhodos,-1
127730,Rhodos,-1
127731,Rhodos,-1
127732,Rhodos,-1
127733,Rhodos,-1
127734,Rhodos,-1
127735,Rhodos,-1
127736,Rhodos,-1
127737,Rhodos,-1
127738,Rhodos,-1
127739,Rhodos,-1
127740,Rhodos,-1
127741,Rhodos,-1
127742,Rhodos,-1
127743,Rhodos,-1
127744,Rhodos,-1
127745,Rhodos,-1
127746,Rhodos,-1
127747,Rhodos,-1
127748,Rhodos,-1
127749,Rhodos,-1
127750,Rhodos,-1
127751,Rhodos,-1
127752,Rhodos,-1
127753,Rhodos,-1
127754,Rhodos,-1
127755,Rhodos,-1
127756,Rhodos,-1
127757,Rhodos,-1
127758,Rhodos,-1
127759,Rhodos,-1
127760,Rhodos,-1
127761,Rhodos,-1
127762,Rhodos,-1
127763,Rhodos,-1
127764,Rhodos,-1
127765,Rhodos,-1
127766,Rhodos,-1
127767,Rhodos,-1
127768,Rhodos,-1
127769,Rhodos,-1
127770,Rhodos,-1
127771,Rhodos,-1
127772,Rhodos,-1
127773,Rhodos,-1
127774,Rhodos,-1
127775,Rhodos,-1
127776,Rhodos,-1
127777,Tenerife,-1
127778,Tenerife,-1
127779,Tenerife,-1
127780,Tenerife,-1
127781,Tenerife,-1
127782,Tenerife,-1
127783,Tenerife,-1
127784,Tenerife,-1
127785,Tenerife,-1
127786,Tenerife,-1
127787,Tenerife,-1
127788,Tenerife,-1
127789,Tenerife,-1
127790,Tenerife,-1
127791,Tenerife,-1
127792,Tenerife,-1
127793,Tenerife,-1
127794,Tenerife,-1
127795,Tenerife,-1
127796,Tenerife,-1
127797,Tenerife,-1
127798,Tenerife,-1
127799,Tenerife,-1
127800,Tenerife,-1
127801,Tenerife,-1
127802,Tenerife,-1
127803,Tenerife,-1
127804,Tenerife,-1
127805,Tenerife,-1
127806,Tenerife,-1
127807,Tenerife,-1
127808,Tenerife,-1
127809,Tenerife,-1
127810,Tenerife,-1
127811,Tenerife,-1
127812,Tenerife,-1
127813,Tenerife,-1
127814,Tenerife,-1
127815,Tenerife,-1
127816,Tenerife,-1
127817,Tenerife,-1
127818,Tenerife,-1
127819,Tenerife,-1
127820,Tenerife,-1
127821,Tenerife,-1
127822,Tenerife,-1
127823,Tenerife,-1
127824,Tenerife,-1
127825,Malaga,-1
127826,Malaga,-1
127827,Malaga,-1
127828,Malaga,-1
127829,Malaga,-1
127830,Malaga,-1
127831,Malaga,-1
127832,Malaga,-1
127833,Malaga,-1
127834,Malaga,-1
127835,Malaga,-1
127836,Malaga,-1
127837,Malaga,-1
127838,Malaga,-1
127839,Malaga,-1
127840,Malaga,-1
127841,Malaga,-1
127842,Malaga,-1
127843,Malaga,-1
127844,Malaga,-1
127845,Malaga,-1
127846,Malaga,-1
127847,Malaga,-1
127848,Malaga,-1
127849,Malaga,-1
127850,Alicante,-1
127851,Alicante,-1
127852,Alicante,-1
127853,Alicante,-1
127854,Alicante,-1
127855,Alicante,-1
127856,Alicante,-1
127857,Alicante,-1
